age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,yes
29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,yes
46,technician,married,secondary,no,9299,no,no,cellular,19,jul,1148,1,276,2,other,yes
44,management,single,tertiary,no,1090,no,no,cellular,19,jul,204,4,532,2,other,yes
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,yes
60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412,1,other,yes
34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,445,7,other,yes
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,192,4,93,17,other,yes
23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,yes
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,5,491,4,other,yes
25,services,single,,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
22,student,single,,no,1232,no,no,cellular,30,jul,283,1,430,2,other,yes
32,management,single,tertiary,no,12569,no,no,cellular,1,jul,561,2,295,2,success,yes
63,retired,married,secondary,no,2896,no,no,cellular,1,jul,304,1,119,2,success,yes
53,services,divorced,secondary,no,36,yes,yes,,2,jul,25,1,417,1,success,yes
43,technician,divorced,,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,386,2,success,yes
48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,2,433,1,success,yes
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
80,retired,married,secondary,no,668,no,no,telephone,8,jul,250,1,371,1,success,yes
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,2,91,10,success,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success,yes
36,management,single,,no,62,no,no,cellular,13,jul,311,1,91,2,success,yes
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
22,student,single,secondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,yes
36,services,married,,no,618,no,no,cellular,13,jul,360,1,335,2,success,yes
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
86,retired,married,primary,no,1255,no,no,telephone,14,jul,247,1,180,3,success,yes
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,957,1,182,1,success,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
63,blue-collar,married,secondary,no,180,no,no,cellular,15,jul,390,2,182,5,success,yes
61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,yes
64,retired,married,secondary,no,588,no,no,cellular,16,jul,574,1,179,3,success,yes
22,student,single,primary,no,423,no,no,cellular,16,jul,316,1,179,10,success,yes
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,3,183,5,success,yes
34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,3,458,1,success,yes
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
93,retired,married,,no,775,no,no,cellular,22,jul,860,2,177,7,success,yes
36,management,married,tertiary,no,203,no,no,cellular,23,jul,608,3,179,2,success,yes
82,retired,married,primary,no,243,no,no,cellular,26,jul,275,1,180,2,success,yes
46,admin.,married,,no,5511,no,no,cellular,26,jul,414,2,389,1,success,yes
61,self-employed,married,tertiary,no,10861,no,no,cellular,26,jul,336,2,259,3,success,yes
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
27,student,single,tertiary,no,311,no,no,cellular,28,jul,462,1,148,4,success,yes
53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,yes
61,admin.,married,,no,4629,yes,no,cellular,29,jul,349,3,183,2,success,yes
77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
61,management,married,,no,264,no,no,telephone,29,jul,270,1,178,1,success,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,2,92,2,success,yes
35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
28,student,single,secondary,no,196,no,no,cellular,2,jul,423,3,-1,0,,yes
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,,yes
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,,yes
31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,,yes
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,,yes
24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,1,-1,0,,yes
46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,1,-1,0,,yes
71,retired,divorced,,no,392,no,no,telephone,7,jul,276,2,-1,0,,yes
23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,-1,0,,yes
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,2,-1,0,,yes
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,3,-1,0,,yes
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,,yes
32,technician,single,,no,491,no,no,cellular,9,jul,474,7,-1,0,,yes
27,technician,single,secondary,no,337,no,no,,9,jul,23,1,-1,0,,yes
53,admin.,single,secondary,no,654,no,no,,10,jul,67,1,-1,0,,yes
66,retired,divorced,,no,53,no,no,cellular,12,jul,562,4,-1,0,,yes
,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,1,-1,0,,yes
65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,,yes
27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,,yes
23,student,single,secondary,no,1298,no,no,cellular,14,jul,603,1,-1,0,,yes
41,technician,single,secondary,no,5329,no,no,cellular,14,jul,397,2,-1,0,,yes
27,student,single,,no,132,no,no,cellular,14,jul,276,1,-1,0,,yes
34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,-1,0,,yes
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,,yes
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,-1,0,,yes
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,,yes
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,,yes
42,management,married,,no,1519,no,no,cellular,19,jul,268,1,-1,0,,yes
32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,,yes
45,management,married,tertiary,no,31472,no,no,cellular,19,jul,568,7,-1,0,,yes
31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,2,-1,0,,yes
54,blue-collar,married,secondary,no,1636,no,no,telephone,20,jul,1008,2,-1,0,,yes
49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,1,-1,0,,yes
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,1,-1,0,,yes
54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,4,-1,0,,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,jul,248,1,-1,0,,yes
33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,,yes
37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,-1,0,,yes
41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,1360,4,-1,0,,yes
29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,2,-1,0,,yes
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,jul,423,4,-1,0,,yes
33,services,single,,no,2297,no,no,cellular,27,jul,527,1,-1,0,,yes
23,management,single,tertiary,no,1807,no,no,cellular,27,jul,606,1,-1,0,,yes
46,technician,married,,no,3308,no,no,cellular,28,jul,219,2,-1,0,,yes
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,-1,0,,yes
26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,2,-1,0,,yes
64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,,yes
36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,,yes
36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,yes
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
39,services,married,secondary,no,323,no,no,cellular,9,jun,874,2,188,6,failure,yes
26,services,single,tertiary,no,12,no,no,cellular,14,jun,563,1,181,10,failure,yes
28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,jun,176,2,52,7,failure,yes
25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,1,586,2,failure,yes
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,91,7,failure,yes
32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes
43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,yes
67,retired,married,,no,2540,no,no,telephone,14,jun,278,5,116,4,other,yes
29,blue-collar,single,secondary,no,322,no,no,,14,jun,434,1,96,6,other,yes
24,student,single,,no,358,no,no,cellular,14,jun,245,1,384,1,other,yes
30,technician,single,secondary,no,2371,no,no,cellular,14,jun,661,1,384,2,other,yes
62,retired,married,primary,no,1742,no,no,cellular,14,jun,167,2,98,6,other,yes
37,admin.,married,tertiary,no,3221,no,no,cellular,15,jun,379,2,376,13,other,yes
39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,yes
37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes
48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes
67,retired,married,primary,no,2391,no,no,cellular,28,jun,737,6,186,10,other,yes
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,yes
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,2,91,12,success,yes
28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
49,admin.,single,tertiary,no,228,yes,no,cellular,2,jun,407,1,92,1,success,yes
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,2,182,4,success,yes
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
30,technician,single,secondary,no,1165,no,no,cellular,4,jun,204,2,183,3,success,yes
38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,187,1,181,2,success,yes
34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success,yes
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,yes
28,management,single,tertiary,no,187,no,no,cellular,9,jun,206,1,92,1,success,yes
31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,2,92,3,success,yes
36,management,married,tertiary,no,495,no,no,cellular,14,jun,187,1,94,9,success,yes
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success,yes
71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success,yes
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,2,92,2,success,yes
27,management,single,tertiary,no,1720,no,no,cellular,15,jun,910,1,224,3,success,yes
45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,yes
66,housemaid,married,primary,no,1230,no,no,cellular,16,jun,288,6,181,3,success,yes
30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,183,2,success,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,yes
57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,yes
32,admin.,single,secondary,no,131,yes,no,cellular,22,jun,522,1,183,2,success,yes
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,yes
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,yes
27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,yes
39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,1,94,1,success,yes
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
45,management,married,,no,2724,no,no,cellular,28,jun,359,2,182,1,success,yes
58,blue-collar,married,primary,no,3109,no,no,cellular,29,jun,295,1,287,4,success,yes
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,1,91,3,success,yes
35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
41,admin.,single,secondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,yes
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,-1,0,,yes
30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,,yes
31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,5,-1,0,,yes
65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,-1,0,,yes
51,management,married,tertiary,no,0,no,no,,7,jun,302,1,-1,0,,yes
35,management,single,tertiary,no,3544,yes,no,cellular,8,jun,380,1,-1,0,,yes
63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,,yes
63,retired,married,primary,no,48,no,no,cellular,9,jun,251,1,-1,0,,yes
39,blue-collar,married,secondary,no,276,no,no,cellular,9,jun,334,2,-1,0,,yes
30,blue-collar,single,secondary,no,799,no,no,,13,jun,674,1,-1,0,,yes
21,student,single,,no,53,no,no,cellular,14,jun,270,1,-1,0,,yes
27,admin.,single,,no,861,no,no,cellular,14,jun,212,4,-1,0,,yes
66,admin.,married,secondary,no,4041,no,no,cellular,14,jun,713,2,-1,0,,yes
32,self-employed,single,tertiary,no,46,yes,no,cellular,14,jun,485,2,-1,0,,yes
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,,yes
38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,,yes
24,technician,single,secondary,no,403,no,no,,17,jun,247,1,-1,0,,yes
30,services,divorced,secondary,no,436,yes,no,cellular,17,jun,1720,1,-1,0,,yes
49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,169,1,-1,0,,yes
36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,,yes
32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,,yes
20,student,single,secondary,no,153,no,no,,21,jun,100,1,-1,0,,yes
30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,,yes
59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,-1,0,,yes
37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,,yes
29,technician,single,secondary,no,825,no,no,cellular,25,jun,472,2,-1,0,,yes
49,admin.,single,secondary,no,293,no,no,cellular,28,jun,452,1,-1,0,,yes
68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,1,-1,0,,yes
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,,yes
31,blue-collar,single,secondary,no,54,yes,no,cellular,29,jun,401,1,-1,0,,yes
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,,yes
32,technician,divorced,tertiary,no,3255,no,no,cellular,29,jun,167,2,-1,0,,yes
32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,2,-1,0,,yes
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
72,retired,married,secondary,no,951,no,yes,cellular,12,mar,229,3,339,1,failure,yes
64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,1,91,2,other,yes
82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124,9,other,yes
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
80,retired,married,primary,no,155,no,no,telephone,12,mar,290,1,93,2,success,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,12,mar,215,1,182,4,success,yes
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,1,90,10,success,yes
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,-1,0,,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,335,1,-1,0,,yes
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,,yes
67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,,yes
71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,,yes
38,management,married,,no,76,no,no,cellular,16,mar,261,1,-1,0,,yes
35,unemployed,single,secondary,no,295,no,no,,17,mar,473,1,-1,0,,yes
22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,,yes
35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,,yes
25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,1,-1,0,,yes
52,technician,single,secondary,no,436,no,yes,,22,mar,95,1,-1,0,,yes
22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,,yes
35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,,yes
29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,,yes
28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,,yes
37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,,yes
33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,,yes
39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,,yes
56,housemaid,single,tertiary,no,1947,no,no,,30,mar,110,1,-1,0,,yes
33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,,yes
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,,yes
74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,may,243,2,98,2,failure,yes
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes
37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,327,2,361,3,failure,yes
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure,yes
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,yes
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,yes
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,yes
28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,205,2,failure,yes
47,services,divorced,,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
29,student,single,,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes
37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,1,90,3,other,yes
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,yes
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,183,2,other,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes
27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,yes
29,admin.,single,secondary,no,1070,yes,no,,19,may,30,1,357,1,other,yes
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,yes
31,unemployed,single,secondary,no,2616,no,no,cellular,21,may,374,1,185,2,other,yes
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,1,551,5,other,yes
40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,3,89,7,other,yes
39,unemployed,divorced,secondary,no,265,yes,no,,27,may,93,1,555,2,other,yes
26,student,single,secondary,no,4613,no,no,cellular,28,may,663,3,196,2,other,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,may,552,1,90,2,success,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,1,95,2,success,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,yes
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes
